,CO_ANO,CO_MES,Nome_UF,Nome_Município,SH4,CO_PAIS,KG_LIQUIDO,VL_FOB,NO_PAIS
557163,2019,9,Alagoas,Maceió,705,43,5,21,Antígua e Barbuda
557184,2019,2,Alagoas,Maceió,2005,467,25,10,Malta
557192,2019,2,Alagoas,Maceió,805,741,18,12,Singapura
557195,2019,2,Alagoas,Maceió,210,580,74,363,Panamá
557207,2019,4,Alagoas,Maceió,2007,476,2,39,"Marshall, Ilhas"
557220,2019,10,Alagoas,Maceió,7013,43,28,101,Antígua e Barbuda
557244,2019,10,Alagoas,Maceió,902,580,15,21,Panamá
557246,2019,2,Alagoas,Maceió,702,628,20,22,Reino Unido
557250,2019,4,Alagoas,Maceió,8504,301,100,102,Grécia
557254,2019,2,Alagoas,Maceió,2001,580,2,16,Panamá
557268,2019,10,Alagoas,Maceió,1108,434,1,9,Libéria
557274,2019,10,Alagoas,Maceió,3306,858,2,11,Vietnã
557279,2019,10,Alagoas,Maceió,703,607,46,77,Portugal
557326,2019,2,Alagoas,Maceió,2828,77,24,17,Bahamas
557346,2019,4,Alagoas,Maceió,804,301,60,69,Grécia
557350,2019,2,Alagoas,Maceió,708,607,10,11,Portugal
557356,2019,4,Alagoas,Maceió,703,77,53,97,Bahamas
557371,2019,2,Alagoas,Maceió,806,573,5,47,Países Baixos (Holanda)
557388,2019,4,Alagoas,Maceió,405,467,7,113,Malta
557400,2019,10,Alagoas,Maceió,708,476,10,13,"Marshall, Ilhas"
557424,2019,10,Alagoas,Maceió,703,160,15,126,China
557436,2019,10,Alagoas,Maceió,1604,301,1,13,Grécia
557437,2019,10,Alagoas,Maceió,706,858,70,43,Vietnã
557448,2019,2,Alagoas,Maceió,203,476,50,229,"Marshall, Ilhas"
557452,2019,2,Alagoas,Maceió,1207,434,1,5,Libéria
557459,2019,10,Alagoas,Maceió,1905,434,69,346,Libéria
557464,2019,4,Alagoas,Maceió,1604,467,11,105,Malta
557467,2019,10,Alagoas,São José da Laje,1701,249,7024080,3716503,Estados Unidos
557482,2019,4,Alagoas,Lagoa da Canoa,2401,249,100,1036,Estados Unidos
557522,2019,2,Alagoas,Maceió,3004,434,15,23,Libéria
557535,2019,4,Alagoas,Maceió,1902,77,32,112,Bahamas
557560,2019,2,Alagoas,Maceió,2208,580,19,919,Panamá
557569,2019,2,Alagoas,Maceió,2102,628,2,12,Reino Unido
557594,2019,10,Alagoas,Maceió,701,580,220,227,Panamá
557595,2019,4,Alagoas,Maceió,407,434,9,425,Libéria
557619,2019,4,Alagoas,Marechal Deodoro,6907,623,79002,11737,Quênia
557629,2019,4,Alagoas,Maceió,902,301,2,20,Grécia
557632,2019,4,Alagoas,Maceió,708,467,25,39,Malta
557667,2019,10,Alagoas,Maceió,2009,43,36,44,Antígua e Barbuda
557677,2019,10,Alagoas,Maceió,1702,158,281,1536,Chile
557708,2019,4,Alagoas,Maceió,8201,301,12,119,Grécia
557722,2019,10,Alagoas,Maceió,801,249,840,6515,Estados Unidos
557727,2019,10,Alagoas,Maceió,3605,858,4,41,Vietnã
557760,2019,10,Alagoas,Maceió,6202,301,6,43,Grécia
557776,2019,10,Alagoas,Maceió,1701,434,0,11,Libéria
557781,2019,10,Alagoas,Maceió,708,858,80,88,Vietnã
557789,2019,10,Alagoas,Maceió,2804,476,10,409,"Marshall, Ilhas"
557800,2019,11,Alagoas,Maceió,7117,603,0,2100,Polônia
557803,2019,12,Alagoas,Maceió,1604,351,10,71,Hong Kong
557815,2019,10,Alagoas,Maceió,910,858,20,33,Vietnã
557824,2019,12,Alagoas,Maceió,709,267,76,85,Filipinas
557859,2019,12,Alagoas,Maceió,8424,476,0,88,"Marshall, Ilhas"
557881,2019,6,Alagoas,Maceió,4421,434,5,45,Libéria
557902,2019,5,Alagoas,Maceió,1602,580,32,157,Panamá
557913,2019,11,Alagoas,Maceió,706,275,15,16,França
557915,2019,12,Alagoas,Maceió,407,351,117,149,Hong Kong
557924,2019,6,Alagoas,Maceió,207,434,140,353,Libéria
557979,2019,6,Alagoas,Maceió,1702,607,10,16,Portugal
557989,2019,5,Alagoas,Maceió,1704,580,5,32,Panamá
557992,2019,8,Alagoas,Maceió,808,434,95,257,Libéria
558001,2019,7,Alagoas,Maceió,1507,476,7,147,"Marshall, Ilhas"
558006,2019,5,Alagoas,Maceió,1905,741,40,151,Singapura
558012,2019,7,Alagoas,Maceió,2105,301,40,53,Grécia
558016,2019,7,Alagoas,Maceió,303,77,40,186,Bahamas
558025,2019,7,Alagoas,Maceió,3402,301,25,57,Grécia
558033,2019,8,Alagoas,Maceió,708,301,35,56,Grécia
558039,2019,5,Alagoas,Maceió,805,434,245,390,Libéria
558046,2019,5,Alagoas,Maceió,2005,741,13,61,Singapura
558094,2019,1,Alagoas,Maceió,1602,160,22,60,China
558108,2019,9,Alagoas,Maceió,1901,105,12,54,Brasil
558109,2019,5,Alagoas,Marechal Deodoro,6907,580,79067,15591,Panamá
558110,2019,5,Alagoas,Coruripe,1701,291,7942000,2348332,Geórgia
558116,2019,6,Alagoas,Maceió,1902,476,23,220,"Marshall, Ilhas"
558132,2019,9,Alagoas,Maceió,206,434,58,250,Libéria
558133,2019,5,Alagoas,Maceió,704,232,50,280,Dinamarca
558176,2019,7,Alagoas,Maceió,2001,476,59,208,"Marshall, Ilhas"
558192,2019,1,Alagoas,Maceió,808,301,210,604,Grécia
558229,2019,11,Alagoas,Maceió,3401,301,6,23,Grécia
558260,2019,7,Alagoas,Maceió,6302,301,16,99,Grécia
558268,2019,11,Alagoas,Maceió,710,476,47,166,"Marshall, Ilhas"
558270,2019,12,Alagoas,Maceió,1902,87,28,168,Bélgica
558272,2019,8,Alagoas,Maceió,1902,77,49,356,Bahamas
558283,2019,8,Alagoas,Maceió,3401,249,864,7625,Estados Unidos
558292,2019,8,Alagoas,Maceió,8207,301,2,119,Grécia
558316,2019,11,Alagoas,Maceió,2008,160,5,19,China
558340,2019,3,Alagoas,Maceió,210,301,102,510,Grécia
558342,2019,9,Alagoas,Maceió,1806,476,13,172,"Marshall, Ilhas"
558361,2019,8,Alagoas,Maceió,2007,607,550,88,Portugal
558374,2019,7,Alagoas,Maceió,405,476,44,473,"Marshall, Ilhas"
558377,2019,7,Alagoas,Maceió,210,476,100,554,"Marshall, Ilhas"
558383,2019,1,Alagoas,Maceió,1517,301,10,24,Grécia
558387,2019,3,Alagoas,Maceió,703,232,40,50,Dinamarca
558390,2019,3,Alagoas,Maceió,2007,190,24,105,Coreia do Sul
558406,2019,7,Alagoas,Maceió,706,301,20,22,Grécia
558413,2019,3,Alagoas,Maceió,703,467,179,242,Malta
558436,2019,3,Alagoas,Maceió,2104,160,5,25,China
558438,2019,3,Alagoas,Marechal Deodoro,6907,580,52476,12801,Panamá
558460,2019,9,Alagoas,Maceió,2009,607,12,13,Portugal
558462,2019,12,Alagoas,Maceió,210,87,87,696,Bélgica
558470,2019,5,Alagoas,Maceió,808,607,32,75,Portugal
558479,2019,9,Alagoas,Maceió,2201,476,101,619,"Marshall, Ilhas"
558487,2019,12,Alagoas,Maceió,804,232,25,32,Dinamarca
558501,2019,5,Alagoas,Maceió,1104,580,37,225,Panamá
558512,2019,5,Alagoas,Maceió,3921,434,0,32,Libéria
558514,2019,3,Alagoas,Maceió,210,476,37,200,"Marshall, Ilhas"
558520,2019,3,Alagoas,Maceió,1604,190,96,124,Coreia do Sul
558548,2019,5,Alagoas,Marechal Deodoro,6907,589,179949,41793,Peru
558576,2019,1,Alagoas,Maceió,1507,573,61,86,Países Baixos (Holanda)
558582,2019,5,Alagoas,Marechal Deodoro,6907,770,77524,15236,Suriname
558588,2019,1,Alagoas,Maceió,806,434,5,38,Libéria
558605,2019,6,Alagoas,Maceió,803,301,50,63,Grécia
558619,2019,1,Alagoas,Maceió,406,476,28,149,"Marshall, Ilhas"
558620,2019,1,Alagoas,Maceió,2103,77,12,17,Bahamas
558645,2019,7,Alagoas,Maceió,1101,476,10,9,"Marshall, Ilhas"
558662,2019,6,Alagoas,Maceió,804,434,40,42,Libéria
558669,2019,11,Alagoas,Maceió,3302,160,0,11,China
558672,2019,7,Alagoas,Maceió,2003,476,1,28,"Marshall, Ilhas"
558677,2019,6,Alagoas,Maceió,303,476,88,617,"Marshall, Ilhas"
558690,2019,7,Alagoas,Maceió,1006,77,350,357,Bahamas
558693,2019,6,Alagoas,Maceió,403,77,110,93,Bahamas
558731,2019,6,Alagoas,Maceió,901,361,1,32,Índia
558735,2019,9,Alagoas,Maceió,1905,434,274,1131,Libéria
558743,2019,9,Alagoas,Maceió,210,351,87,389,Hong Kong
558759,2019,1,Alagoas,Maceió,2103,232,10,88,Dinamarca
558760,2019,1,Alagoas,Maceió,2103,301,252,549,Grécia
558761,2019,1,Alagoas,Maceió,808,275,27,80,França
558768,2019,1,Alagoas,Lagoa da Canoa,2401,345,18179,296499,Honduras
558779,2019,1,Alagoas,Maceió,203,301,102,431,Grécia
558799,2019,11,Alagoas,Maceió,1006,580,34,53,Panamá
558806,2019,1,Alagoas,Maceió,207,301,337,788,Grécia
558820,2019,1,Alagoas,Maceió,701,434,100,127,Libéria
558822,2019,1,Alagoas,Maceió,207,232,80,288,Dinamarca
558833,2019,11,Alagoas,Maceió,2103,43,29,133,Antígua e Barbuda
558838,2019,1,Alagoas,Maceió,2106,301,118,230,Grécia
558839,2019,1,Alagoas,Maceió,804,301,90,67,Grécia
558862,2019,3,Alagoas,Maceió,702,580,40,49,Panamá
558872,2019,7,Alagoas,Maceió,2008,476,1,34,"Marshall, Ilhas"
558877,2019,11,Alagoas,Maceió,2828,580,0,36,Panamá
558885,2019,12,Alagoas,Japaratinga,4015,23,205,14118,Alemanha
558890,2019,1,Alagoas,Maceió,1902,580,80,200,Panamá
558898,2019,8,Alagoas,Marechal Deodoro,6907,647,281081,49246,República Dominicana
558899,2019,11,Alagoas,Maceió,2104,476,1,14,"Marshall, Ilhas"
558908,2019,1,Alagoas,Maceió,1904,301,12,54,Grécia
558915,2019,7,Alagoas,Maceió,406,628,43,505,Reino Unido
558926,2019,11,Alagoas,Maceió,808,434,35,85,Libéria
558929,2019,8,Alagoas,Maceió,304,607,62,712,Portugal
558933,2019,11,Alagoas,Maceió,1902,467,21,33,Malta
558970,2019,12,Alagoas,Maceió,701,476,30,44,"Marshall, Ilhas"
558987,2019,7,Alagoas,Maceió,407,607,2421,130,Portugal
558997,2019,8,Alagoas,Maceió,807,467,45,43,Malta
559019,2019,9,Alagoas,Maceió,402,351,9,40,Hong Kong
559025,2019,8,Alagoas,Maceió,2009,351,126,176,Hong Kong
559031,2019,8,Alagoas,Maceió,8517,161,61,17674,Taiwan (Formosa)
559044,2019,9,Alagoas,Maceió,407,476,2372,281,"Marshall, Ilhas"
559046,2019,11,Alagoas,Maceió,807,580,55,63,Panamá
559048,2019,7,Alagoas,Maceió,1702,580,2,35,Panamá
559052,2019,8,Alagoas,Maceió,1104,476,31,130,"Marshall, Ilhas"
559054,2019,8,Alagoas,Maceió,2004,476,20,63,"Marshall, Ilhas"
559056,2019,1,Alagoas,Atalaia,1701,249,2891960,1452904,Estados Unidos
559070,2019,1,Alagoas,Maceió,406,301,90,1004,Grécia
559091,2019,6,Alagoas,Maceió,2101,434,0,33,Libéria
559095,2019,6,Alagoas,Marechal Deodoro,6907,647,25553,4711,República Dominicana
559108,2019,3,Alagoas,Maceió,9603,467,5,565,Malta
559109,2019,9,Alagoas,Maceió,3923,607,205,53,Portugal
559130,2019,6,Alagoas,Maceió,809,77,20,152,Bahamas
559136,2019,6,Alagoas,Maceió,1602,607,67,316,Portugal
559142,2019,3,Alagoas,Maceió,804,476,75,179,"Marshall, Ilhas"
559145,2019,1,Alagoas,Maceió,708,476,35,51,"Marshall, Ilhas"
559159,2019,9,Alagoas,Maceió,801,434,20,14,Libéria
559162,2019,9,Alagoas,Maceió,2101,434,0,190,Libéria
559170,2019,6,Alagoas,Maceió,2202,476,24,111,"Marshall, Ilhas"
559173,2019,3,Alagoas,Marechal Deodoro,9403,770,59,364,Suriname
559177,2019,1,Alagoas,Maceió,2008,351,40,234,Hong Kong
559215,2019,6,Alagoas,Maceió,206,828,41,226,Tuvalu
559226,2019,8,Alagoas,Maceió,3824,476,60,153,"Marshall, Ilhas"
559227,2019,8,Alagoas,Maceió,2008,538,11,100,Noruega
559228,2019,8,Alagoas,Maceió,707,607,20,20,Portugal
559257,2019,9,Alagoas,Maceió,2009,434,549,881,Libéria
559263,2019,11,Alagoas,Marechal Deodoro,6907,239,463228,111592,Equador
559268,2019,7,Alagoas,Maceió,8483,97,31,5850,Bolívia
559272,2019,1,Alagoas,Maceió,707,573,19,16,Países Baixos (Holanda)
559293,2019,7,Alagoas,Maceió,401,77,180,216,Bahamas
559303,2019,1,Alagoas,Maceió,1905,351,322,271,Hong Kong
559320,2019,1,Alagoas,Maceió,408,573,720,97,Países Baixos (Holanda)
559327,2019,8,Alagoas,Maceió,2101,351,0,78,Hong Kong
559357,2019,9,Alagoas,Marechal Deodoro,6907,756,25553,5913,África do Sul
559382,2019,12,Alagoas,Maceió,2008,249,9072,22680,Estados Unidos
559389,2019,8,Alagoas,Marechal Deodoro,6907,193,103656,15826,Costa do Marfim
559391,2019,8,Alagoas,Maceió,1806,476,98,538,"Marshall, Ilhas"
559407,2019,11,Alagoas,Maceió,702,741,3,18,Singapura
559425,2019,3,Alagoas,Maceió,1902,77,5,44,Bahamas
559432,2019,9,Alagoas,Maceió,1905,580,43,256,Panamá
559435,2019,6,Alagoas,Maceió,210,828,20,180,Tuvalu
559457,2019,5,Alagoas,Maceió,910,476,0,10,"Marshall, Ilhas"
559488,2019,3,Alagoas,Maceió,1902,476,36,12,"Marshall, Ilhas"
559525,2019,9,Alagoas,Maceió,1702,580,4,50,Panamá
559526,2019,5,Alagoas,Maceió,807,301,100,140,Grécia
559536,2019,6,Alagoas,Maceió,3302,160,48,83,China
559539,2019,12,Alagoas,Maceió,2002,160,30,19,China
559552,2019,8,Alagoas,Maceió,701,301,245,282,Grécia
559555,2019,1,Alagoas,Maceió,802,293,5,135,Gibraltar
559570,2019,3,Alagoas,Maceió,1103,467,15,58,Malta
559581,2019,7,Alagoas,Maceió,1601,607,33,71,Portugal
559605,2019,8,Alagoas,Marechal Deodoro,6907,239,393843,74374,Equador
559613,2019,5,Alagoas,Maceió,401,476,8,158,"Marshall, Ilhas"
559622,2019,11,Alagoas,Maceió,307,434,20,297,Libéria
559632,2019,7,Alagoas,Maceió,2001,77,11,99,Bahamas
559643,2019,5,Alagoas,Maceió,2007,90,48,344,Bermudas
559660,2019,9,Alagoas,Marechal Deodoro,6907,586,23804,5602,Paraguai
559679,2019,7,Alagoas,Marechal Deodoro,6907,507,78314,14212,Namíbia
559684,2019,3,Alagoas,Maceió,4401,741,100,149,Singapura
559699,2019,9,Alagoas,Maceió,1702,434,13,126,Libéria
559724,2019,7,Alagoas,Maceió,4015,628,173,8,Reino Unido
559725,2019,12,Alagoas,Maceió,707,160,50,40,China
559739,2019,3,Alagoas,Maceió,2106,476,20,63,"Marshall, Ilhas"
559742,2019,3,Alagoas,Maceió,1904,476,10,31,"Marshall, Ilhas"
559745,2019,1,Alagoas,Maceió,402,580,124,56,Panamá
559755,2019,8,Alagoas,Maceió,2105,434,20,34,Libéria
559763,2019,7,Alagoas,Maceió,2201,77,164,821,Bahamas
559780,2019,3,Alagoas,Maceió,1905,467,10,47,Malta
559794,2019,12,Alagoas,Maceió,901,87,3,67,Bélgica
559832,2019,9,Alagoas,Maceió,709,476,44,241,"Marshall, Ilhas"
559838,2019,5,Alagoas,Maceió,803,232,30,39,Dinamarca
559854,2019,1,Alagoas,Maceió,1207,434,1,11,Libéria
559859,2019,5,Alagoas,Maceió,2105,607,48,132,Portugal
559862,2019,1,Alagoas,Maceió,904,301,1,8,Grécia
559870,2019,11,Alagoas,Maceió,1601,43,13,69,Antígua e Barbuda
559886,2019,5,Alagoas,Maceió,714,77,159,179,Bahamas
559891,2019,11,Alagoas,Maceió,206,467,11,42,Malta
559899,2019,7,Alagoas,Maceió,210,628,20,153,Reino Unido
559909,2019,12,Alagoas,Atalaia,1701,628,5000000,1321416,Reino Unido
559915,2019,7,Alagoas,Maceió,714,77,5,8,Bahamas
559925,2019,3,Alagoas,Maceió,1207,476,2,10,"Marshall, Ilhas"
559954,2019,7,Alagoas,Maceió,403,607,128,124,Portugal
559959,2019,6,Alagoas,Maceió,406,399,2,22,Japão
560005,2019,5,Alagoas,Maceió,1702,77,7,102,Bahamas
560009,2019,5,Alagoas,Maceió,6310,90,156,522,Bermudas
560017,2019,5,Alagoas,Maceió,714,741,20,24,Singapura
560018,2019,8,Alagoas,Maceió,3926,301,3,25,Grécia
560031,2019,1,Alagoas,Maceió,714,476,10,12,"Marshall, Ilhas"
560076,2019,1,Alagoas,Maceió,701,267,50,60,Filipinas
560079,2019,1,Alagoas,Maceió,806,160,20,37,China
560083,2019,9,Alagoas,Maceió,710,105,2,7,Brasil
560086,2019,11,Alagoas,Maceió,806,573,10,31,Países Baixos (Holanda)
560116,2019,9,Alagoas,Maceió,2209,434,24,67,Libéria
560136,2019,6,Alagoas,Maceió,1515,607,12,303,Portugal
560137,2019,6,Alagoas,Maceió,904,77,2,21,Bahamas
560142,2019,12,Alagoas,Maceió,804,476,40,63,"Marshall, Ilhas"
560145,2019,6,Alagoas,Maceió,1509,476,3,37,"Marshall, Ilhas"
560154,2019,11,Alagoas,Maceió,403,580,44,59,Panamá
560162,2019,12,Alagoas,Maceió,407,275,10,19,França
560172,2019,3,Alagoas,Maceió,2008,580,5,44,Panamá
560173,2019,1,Alagoas,Maceió,713,293,5,10,Gibraltar
560180,2019,11,Alagoas,Maceió,702,580,13,47,Panamá
560186,2019,6,Alagoas,Maceió,2004,607,40,98,Portugal
560200,2019,1,Alagoas,Maceió,805,476,60,46,"Marshall, Ilhas"
560202,2019,6,Alagoas,Maceió,8205,434,6,23,Libéria
560203,2019,5,Alagoas,Maceió,2105,160,18,60,China
560204,2019,1,Alagoas,Maceió,4803,232,15,24,Dinamarca
560221,2019,1,Alagoas,Marechal Deodoro,6907,196,25799,6860,Costa Rica
560229,2019,5,Alagoas,Maceió,7013,434,7,100,Libéria
560239,2019,6,Alagoas,Maceió,2202,160,102,153,China
560244,2019,6,Alagoas,Maceió,2105,77,80,114,Bahamas
560245,2019,6,Alagoas,Maceió,1901,476,5,18,"Marshall, Ilhas"
560267,2019,1,Alagoas,Maceió,701,741,80,109,Singapura
560268,2019,3,Alagoas,Maceió,1006,190,200,483,Coreia do Sul
560274,2019,3,Alagoas,Maceió,714,476,15,15,"Marshall, Ilhas"
560282,2019,3,Alagoas,Maceió,705,580,8,33,Panamá
560317,2019,12,Alagoas,Maceió,703,160,10,64,China
560346,2019,8,Alagoas,Maceió,3923,434,45,225,Libéria
560351,2019,5,Alagoas,Maceió,708,741,37,46,Singapura
560352,2019,5,Alagoas,Maceió,2102,77,1,14,Bahamas
560366,2019,3,Alagoas,Maceió,707,190,8,8,Coreia do Sul
560368,2019,3,Alagoas,Maceió,1102,232,3,21,Dinamarca
560372,2019,3,Alagoas,Maceió,801,573,5,69,Países Baixos (Holanda)
560379,2019,6,Alagoas,Maceió,707,361,15,19,Índia
560382,2019,5,Alagoas,Maceió,803,301,40,80,Grécia
560394,2019,5,Alagoas,Maceió,1517,741,10,49,Singapura
560410,2019,3,Alagoas,Maceió,713,77,10,19,Bahamas
560411,2019,5,Alagoas,Maceió,1211,741,0,8,Singapura
560422,2019,2,Alagoas,Maceió,1701,476,10,10,"Marshall, Ilhas"
560424,2019,2,Alagoas,Maceió,705,538,11,36,Noruega
560449,2019,5,Alagoas,Maceió,1104,301,12,48,Grécia
560498,2019,8,Alagoas,Maceió,901,476,16,203,"Marshall, Ilhas"
560552,2019,2,Alagoas,Maceió,707,434,48,116,Libéria
560567,2019,2,Alagoas,Maceió,1517,434,15,25,Libéria
560571,2019,2,Alagoas,Maceió,1106,97,204,777,Bolívia
560573,2019,2,Alagoas,Maceió,1701,538,20,21,Noruega
560583,2019,2,Alagoas,Maceió,7304,434,4,2615,Libéria
560589,2019,2,Alagoas,Maceió,401,476,162,190,"Marshall, Ilhas"
560592,2019,10,Alagoas,Maceió,810,580,10,35,Panamá
560603,2019,2,Alagoas,Maceió,1102,580,2,28,Panamá
560606,2019,2,Alagoas,Maceió,2209,580,13,6,Panamá
560610,2019,2,Alagoas,Maceió,1902,77,31,40,Bahamas
560635,2019,10,Alagoas,Maceió,5906,43,1,130,Antígua e Barbuda
560641,2019,10,Alagoas,Maceió,1104,434,2,27,Libéria
560654,2019,10,Alagoas,Maceió,2103,301,75,196,Grécia
560656,2019,4,Alagoas,Maceió,701,476,50,64,"Marshall, Ilhas"
560664,2019,4,Alagoas,Maceió,1701,580,1,2,Panamá
560668,2019,4,Alagoas,Maceió,407,301,36,98,Grécia
560686,2019,2,Alagoas,Maceió,704,538,25,49,Noruega
560717,2019,2,Alagoas,Maceió,403,573,150,180,Países Baixos (Holanda)
560721,2019,10,Alagoas,Marechal Deodoro,6907,63,229638,70868,Argentina
560729,2019,10,Alagoas,Maceió,1905,580,20,148,Panamá
560741,2019,4,Alagoas,Maceió,207,580,103,277,Panamá
560751,2019,2,Alagoas,Maceió,4911,580,1,80,Panamá
560759,2019,2,Alagoas,Maceió,401,77,168,158,Bahamas
560762,2019,10,Alagoas,Maceió,1702,580,4,89,Panamá
560769,2019,2,Alagoas,Maceió,701,607,40,49,Portugal
560772,2019,2,Alagoas,Maceió,1006,434,250,267,Libéria
560775,2019,2,Alagoas,Maceió,1806,607,8,46,Portugal
560776,2019,10,Alagoas,Maceió,2209,580,10,33,Panamá
560797,2019,10,Alagoas,Maceió,2102,434,1,4,Libéria
560805,2019,2,Alagoas,Maceió,1904,607,12,58,Portugal
560814,2019,10,Alagoas,Maceió,804,858,80,49,Vietnã
560834,2019,4,Alagoas,Maceió,705,43,8,33,Antígua e Barbuda
560837,2019,2,Alagoas,Maceió,2005,538,25,79,Noruega
560856,2019,4,Alagoas,Maceió,302,467,2,27,Malta
560861,2019,4,Alagoas,Maceió,2505,741,100,13,Singapura
560870,2019,2,Alagoas,Maceió,210,77,26,148,Bahamas
560874,2019,4,Alagoas,Maceió,805,467,80,104,Malta
560908,2019,2,Alagoas,Maceió,808,628,30,81,Reino Unido
560915,2019,4,Alagoas,Maceió,2844,573,0,600,Países Baixos (Holanda)
560920,2019,4,Alagoas,Maceió,403,467,43,17,Malta
560953,2019,10,Alagoas,Maceió,7318,43,10,201,Antígua e Barbuda
560960,2019,2,Alagoas,Maceió,706,476,35,149,"Marshall, Ilhas"
560993,2019,4,Alagoas,Maceió,2103,77,2,12,Bahamas
560997,2019,10,Alagoas,Maceió,1702,434,4,64,Libéria
561046,2019,10,Alagoas,Maceió,402,434,27,102,Libéria
561047,2019,10,Alagoas,Maceió,4202,845,234,1056,Uruguai
561050,2019,10,Alagoas,Maceió,1902,607,15,139,Portugal
561060,2019,10,Alagoas,Maceió,2501,301,30,8,Grécia
561079,2019,2,Alagoas,Maceió,803,77,40,45,Bahamas
561081,2019,2,Alagoas,Maceió,402,467,24,35,Malta
561101,2019,10,Alagoas,Maceió,807,858,200,92,Vietnã
561112,2019,10,Alagoas,Maceió,3401,43,133,435,Antígua e Barbuda
561129,2019,4,Alagoas,Maceió,8450,301,39,1317,Grécia
561132,2019,4,Alagoas,Maceió,808,741,71,269,Singapura
561136,2019,4,Alagoas,Maceió,1601,301,20,57,Grécia
561146,2019,4,Alagoas,Maceió,3816,301,3,1200,Grécia
561149,2019,4,Alagoas,Maceió,2204,301,22,40,Grécia
561151,2019,4,Alagoas,Maceió,707,467,10,11,Malta
561167,2019,10,Alagoas,Maceió,1806,301,51,174,Grécia
561170,2019,2,Alagoas,Maceió,405,77,10,130,Bahamas
561175,2019,2,Alagoas,Maceió,701,580,50,73,Panamá
561179,2019,2,Alagoas,Maceió,2204,628,72,93,Reino Unido
561180,2019,10,Alagoas,Maceió,1602,607,18,89,Portugal
561186,2019,4,Alagoas,Maceió,403,163,12,34,Chipre
561187,2019,4,Alagoas,Maceió,710,434,10,33,Libéria
561206,2019,10,Alagoas,Maceió,707,160,70,54,China
561252,2019,4,Alagoas,Maceió,806,434,10,38,Libéria
561260,2019,10,Alagoas,Maceió,1601,580,37,132,Panamá
561271,2019,4,Alagoas,Maceió,8523,580,2,12,Panamá
561285,2019,4,Alagoas,Maceió,2203,467,44,658,Malta
561292,2019,10,Alagoas,Maceió,705,580,140,173,Panamá
561299,2019,4,Alagoas,Maceió,1902,580,12,22,Panamá
561306,2019,4,Alagoas,Maceió,403,301,12,10,Grécia
561311,2019,4,Alagoas,Marechal Deodoro,9403,815,3,79,Trinidad e Tobago
561314,2019,10,Alagoas,Maceió,7312,43,124,96,Antígua e Barbuda
561327,2019,4,Alagoas,Maceió,714,741,6,11,Singapura
561346,2019,4,Alagoas,Maceió,2105,741,5,79,Singapura
561357,2019,10,Alagoas,Maceió,401,580,184,304,Panamá
561360,2019,10,Alagoas,Maceió,7907,43,1,139,Antígua e Barbuda
561376,2019,10,Alagoas,Maceió,3925,43,12,706,Antígua e Barbuda
561388,2019,4,Alagoas,Maceió,2008,741,2,32,Singapura
561405,2019,6,Alagoas,Maceió,811,361,1,10,Índia
561411,2019,10,Alagoas,Maceió,806,434,20,68,Libéria
561412,2019,10,Alagoas,Maceió,2501,580,5,1,Panamá
561426,2019,10,Alagoas,Maceió,8424,43,0,10,Antígua e Barbuda
561431,2019,6,Alagoas,Maceió,2008,149,1321,4970,Canadá
561458,2019,11,Alagoas,Maceió,304,476,20,135,"Marshall, Ilhas"
561461,2019,12,Alagoas,Maceió,803,267,40,40,Filipinas
561479,2019,11,Alagoas,Maceió,1905,434,175,449,Libéria
561499,2019,11,Alagoas,Maceió,705,160,60,99,China
561525,2019,12,Alagoas,Maceió,201,301,38,298,Grécia
561526,2019,11,Alagoas,Marechal Deodoro,6907,623,99779,18890,Quênia
561539,2019,11,Alagoas,Maceió,804,476,58,106,"Marshall, Ilhas"
561547,2019,6,Alagoas,Maceió,713,160,15,83,China
561550,2019,5,Alagoas,Maceió,3208,434,21,560,Libéria
561568,2019,7,Alagoas,Maceió,3922,476,2,722,"Marshall, Ilhas"
561581,2019,7,Alagoas,Maceió,1604,607,14,118,Portugal
561584,2019,5,Alagoas,Maceió,303,160,55,293,China
561589,2019,11,Alagoas,Maceió,709,573,40,112,Países Baixos (Holanda)
561591,2019,11,Alagoas,Maceió,1905,573,114,154,Países Baixos (Holanda)
561603,2019,5,Alagoas,Maceió,403,90,990,1577,Bermudas
561605,2019,8,Alagoas,Maceió,203,476,640,3320,"Marshall, Ilhas"
561608,2019,8,Alagoas,Maceió,8539,301,98,281,Grécia
561623,2019,7,Alagoas,Maceió,703,77,185,399,Bahamas
561633,2019,11,Alagoas,Maceió,1806,580,10,385,Panamá
561649,2019,5,Alagoas,Maceió,704,90,60,422,Bermudas
561664,2019,1,Alagoas,Maceió,806,351,25,56,Hong Kong
561695,2019,7,Alagoas,Maceió,406,77,87,679,Bahamas
