,Unnamed: 0,CO_ANO,CO_MES,Nome_UF,Nome_Município,SH4,CO_PAIS,KG_LIQUIDO,VL_FOB,NO_PAIS
14670,607194,2019,3,Alagoas,Maceió,803,351,40,56,Hong Kong
40392,870291,2023,4,Alagoas,Maceió,1202,476,6,66,"Marshall, Ilhas"
25156,717726,2021,8,Alagoas,Maceió,210,741,30,222,Singapura
28068,750459,2021,6,Alagoas,Maceió,506,301,50,101,Grécia
49850,950316,2024,1,Alagoas,Maceió,2501,538,8,1,Noruega
49694,948877,2024,1,Alagoas,Maceió,706,351,71,112,Hong Kong
19682,659561,2020,10,Alagoas,Maceió,405,476,10,113,"Marshall, Ilhas"
41284,877994,2023,8,Alagoas,Maceió,2009,586,15408,26222,Paraguai
36072,832388,2022,4,Alagoas,Maceió,801,249,2880,18922,Estados Unidos
8486,525985,2018,11,Alagoas,Maceió,1902,580,10,79,Panamá
26202,728821,2021,10,Alagoas,Maceió,702,580,20,15,Panamá
42067,884252,2023,5,Alagoas,Maceió,2002,161,3,6,Taiwan (Formosa)
12616,584785,2019,1,Alagoas,Maceió,2922,301,5,31,Grécia
15126,612086,2019,6,Alagoas,Maceió,802,476,34,236,"Marshall, Ilhas"
7234,472457,2016,12,Alagoas,Coruripe,1701,676,14000000,6447890,Rússia
31165,782745,2022,1,Alagoas,Maceió,405,255,14,242,Falkland (Malvinas)
43438,896126,2023,4,Alagoas,Maceió,1602,361,34,111,Índia
25620,722627,2021,5,Alagoas,Maceió,1517,434,15,63,Libéria
40992,875613,2023,1,Alagoas,Maceió,1904,434,3,55,Libéria
27390,742917,2021,10,Alagoas,Maceió,1602,580,16,66,Panamá
7367,479602,2016,9,Alagoas,Maceió,6802,245,22252,97133,Espanha
23621,700859,2021,7,Alagoas,Maceió,710,161,90,278,Taiwan (Formosa)
39778,865149,2023,3,Alagoas,Maceió,810,467,10,58,Malta
41368,878655,2023,2,Alagoas,Maceió,1006,301,335,465,Grécia
16719,628696,2020,12,Alagoas,Maceió,307,580,17,213,Panamá
35135,822728,2022,11,Alagoas,Maceió,4818,434,12,174,Libéria
20330,666130,2020,4,Alagoas,Maceió,2103,399,51,324,Japão
4035,246472,2008,12,Alagoas,Maceió,8462,728,119,1431,Senegal
27979,749353,2021,6,Alagoas,Maceió,1602,476,87,437,"Marshall, Ilhas"
1144,73065,2002,12,Alagoas,São Luís do Quitunde,1701,676,6400000,851258,Rússia
26029,726883,2021,11,Alagoas,Maceió,2102,538,2,6,Noruega
47249,928507,2024,3,Alagoas,Maceió,2006,301,2,25,Grécia
13874,598444,2019,8,Alagoas,Maceió,803,77,80,102,Bahamas
9558,551030,2019,5,Alagoas,Maceió,704,434,20,81,Libéria
34064,811879,2022,9,Alagoas,Maceió,706,741,66,120,Singapura
3328,203748,2006,12,Alagoas,União dos Palmares,1701,676,24200000,9704116,Rússia
33954,810800,2022,12,Alagoas,Maceió,304,386,73,318,Itália
11354,570627,2019,9,Alagoas,Maceió,810,476,3,55,"Marshall, Ilhas"
4735,287603,2009,1,Alagoas,Maceió,2207,628,3734713,2417785,Reino Unido
13689,596289,2019,10,Alagoas,Maceió,207,580,360,1134,Panamá
10027,555946,2019,5,Alagoas,Maceió,401,580,215,221,Panamá
47373,929666,2024,1,Alagoas,Maceió,9603,476,68,258,"Marshall, Ilhas"
26972,737764,2021,11,Alagoas,Maceió,714,77,10,12,Bahamas
16102,622259,2020,11,Alagoas,Marechal Deodoro,6907,77,26334,4364,Bahamas
39634,863866,2023,1,Alagoas,Maceió,1702,776,32,102,Tailândia
45024,910019,2024,3,Alagoas,Maceió,7323,467,4,143,Malta
2688,164174,2005,10,Alagoas,Maceió,2903,361,12501244,2187718,Índia
15291,613575,2019,3,Alagoas,Maceió,1905,580,26,76,Panamá
46190,920042,2024,5,Alagoas,Maceió,2106,538,12,60,Noruega
2089,128586,2004,9,Alagoas,Maceió,603,158,1334,3612,Chile
40859,874361,2023,11,Alagoas,Maceió,304,301,10,84,Grécia
4774,290297,2009,3,Alagoas,Coruripe,1701,195,25000000,7254500,Croácia
26531,732755,2021,11,Alagoas,Maceió,3808,434,2,9,Libéria
41334,878441,2023,7,Alagoas,Maceió,406,580,18,170,Panamá
26001,726534,2021,6,Alagoas,Maceió,703,232,173,237,Dinamarca
43767,899061,2023,12,Alagoas,Coruripe,1701,245,11667504,6665209,Espanha
12593,584435,2019,11,Alagoas,Maceió,805,43,100,76,Antígua e Barbuda
49075,943658,2024,4,Alagoas,Maceió,604,386,1,6,Itália
37078,841659,2023,4,Alagoas,Maceió,1806,361,6,74,Índia
30249,773998,2022,1,Alagoas,Maceió,7607,476,6,18,"Marshall, Ilhas"
30300,774503,2022,5,Alagoas,Maceió,901,232,5,74,Dinamarca
7693,497011,2017,6,Alagoas,Marechal Deodoro,6907,154,51475,10357,Catar
31397,784927,2022,9,Alagoas,Maceió,703,232,90,182,Dinamarca
38821,856685,2023,3,Alagoas,Maceió,713,361,5,10,Índia
42013,883780,2023,8,Alagoas,Japaratinga,4016,791,4,360,"Tcheca, República"
37659,846927,2023,2,Alagoas,Maceió,1701,670,3000000,1629307,Romênia
31546,786499,2022,10,Alagoas,Maceió,7607,386,1,9,Itália
825,52512,2000,12,Alagoas,Maceió,1701,372,14000000,3185665,Irã
27527,744444,2021,12,Alagoas,Atalaia,1701,249,310000,144048,Estados Unidos
18543,647902,2020,7,Alagoas,Maceió,707,351,40,36,Hong Kong
30704,778256,2022,2,Alagoas,Maceió,803,351,30,33,Hong Kong
3239,197495,2006,11,Alagoas,Maceió,1701,199,22000000,6933583,Cuba
25882,725394,2021,9,Alagoas,São Luís do Quitunde,2207,573,403311,300298,Países Baixos (Holanda)
41454,879376,2023,5,Alagoas,Maceió,806,476,1,9,"Marshall, Ilhas"
46958,926097,2024,2,Alagoas,Maceió,3401,83,108,201,Barbados
47754,932702,2024,2,Alagoas,Maceió,3402,83,6,2,Barbados
46181,919880,2024,3,Alagoas,Maceió,208,776,20,280,Tailândia
39041,858721,2023,3,Alagoas,Maceió,1902,23,15,33,Alemanha
4757,289296,2009,12,Alagoas,Rio Largo,9998,990,190083,159750,Provisão de Navios e Aeronaves
8175,517526,2018,11,Alagoas,Maceió,1601,351,41,90,Hong Kong
48456,938216,2024,5,Alagoas,Maceió,1905,43,44,339,Antígua e Barbuda
4733,287392,2009,11,Alagoas,Rio Largo,9998,990,104696,82166,Provisão de Navios e Aeronaves
47275,928846,2024,5,Alagoas,Maceió,405,607,6,78,Portugal
7915,508023,2017,2,Alagoas,Atalaia,1701,820,3000000,1374992,Tunísia
41395,878857,2023,7,Alagoas,Maceió,1517,580,5,15,Panamá
19999,662514,2020,12,Alagoas,Maceió,207,232,235,427,Dinamarca
38305,852496,2023,8,Alagoas,Maceió,304,399,30,715,Japão
13838,598106,2019,8,Alagoas,Maceió,804,77,65,81,Bahamas
2279,139138,2004,8,Alagoas,União dos Palmares,1701,240,16666670,2935834,Egito
25278,718897,2021,12,Alagoas,Maceió,401,538,132,156,Noruega
29641,767730,2022,3,Alagoas,Maceió,1101,301,17,31,Grécia
7271,474791,2016,12,Alagoas,Maceió,7117,764,0,1776,Suécia
40504,871359,2023,6,Alagoas,Maceió,2104,160,0,5,China
38781,856376,2023,6,Alagoas,Maceió,904,476,1,8,"Marshall, Ilhas"
16893,630426,2020,3,Alagoas,Maceió,709,163,82,114,Chipre
3297,201993,2006,2,Alagoas,Barra de São Miguel,709,628,468,725,Reino Unido
32586,796484,2022,11,Alagoas,Maceió,3505,580,0,25,Panamá
16103,622272,2020,5,Alagoas,Maceió,803,351,40,41,Hong Kong
13403,592927,2019,4,Alagoas,Maceió,901,77,3,44,Bahamas
43849,899775,2023,6,Alagoas,Maceió,803,232,30,25,Dinamarca
34315,814417,2022,12,Alagoas,Maceió,2004,476,10,31,"Marshall, Ilhas"
15978,621025,2020,8,Alagoas,Maceió,2003,43,12,68,Antígua e Barbuda
3205,195166,2006,11,Alagoas,Marechal Deodoro,3924,158,5662,17829,Chile
16529,626752,2020,5,Alagoas,Maceió,401,455,360,83,Malásia
40820,874019,2023,12,Alagoas,Maceió,2009,83,7,76,Barbados
38658,855286,2023,1,Alagoas,Maceió,1106,845,520,2123,Uruguai
28372,753871,2021,4,Alagoas,Marechal Deodoro,6907,80,94785,29581,Barein
17476,636569,2020,3,Alagoas,Maceió,2008,160,18,39,China
2029,124706,2004,6,Alagoas,Maceió,2207,573,5755742,1472094,Países Baixos (Holanda)
43415,895928,2023,2,Alagoas,Maceió,401,160,20,39,China
20684,669776,2020,5,Alagoas,Maceió,3923,455,29,180,Malásia
929,59204,2001,10,Alagoas,Maceió,9405,249,660,8087,Estados Unidos
12097,578856,2019,4,Alagoas,Maceió,201,301,32,250,Grécia
41249,877706,2023,2,Alagoas,Maceió,803,741,20,309,Singapura
37186,842557,2023,1,Alagoas,Maceió,2106,386,44,308,Itália
47653,931908,2024,7,Alagoas,Maceió,401,163,125,167,Chipre
29462,765988,2022,3,Alagoas,Maceió,703,538,118,228,Noruega
21075,673772,2020,2,Alagoas,Maceió,906,145,1,11,Camarões
33700,808143,2022,8,Alagoas,Maceió,2005,351,2,49,Hong Kong
15519,616085,2020,1,Alagoas,Maceió,1702,467,8,139,Malta
17819,640391,2020,9,Alagoas,Marechal Deodoro,6907,317,23762,7741,Guatemala
12029,578118,2019,2,Alagoas,Maceió,701,741,20,23,Singapura
18321,645617,2020,3,Alagoas,Maceió,801,249,2280,18058,Estados Unidos
1427,89243,2002,3,Alagoas,Maceió,2207,190,2027973,539889,Coreia do Sul
38911,857466,2023,9,Alagoas,Maceió,203,77,66,469,Bahamas
37197,842720,2023,11,Alagoas,Maceió,1104,467,4,22,Malta
23422,698555,2021,6,Alagoas,Maceió,406,301,180,1749,Grécia
26369,730734,2021,6,Alagoas,Maceió,3402,160,201,500,China
18718,649879,2020,6,Alagoas,Maceió,709,232,375,676,Dinamarca
16077,622009,2020,5,Alagoas,Maceió,801,160,5,9,China
8735,533315,2018,12,Alagoas,Maceió,1604,301,66,91,Grécia
6289,400778,2013,3,Alagoas,São Luís do Quitunde,2207,40,1198116,988899,Angola
45340,912592,2024,6,Alagoas,Maceió,706,580,40,65,Panamá
31095,782086,2022,12,Alagoas,Maceió,702,476,56,87,"Marshall, Ilhas"
2904,176763,2006,4,Alagoas,Maceió,2207,399,9477019,4860928,Japão
8656,531317,2018,12,Alagoas,Maceió,2005,476,78,209,"Marshall, Ilhas"
13209,591183,2019,5,Alagoas,Maceió,901,77,6,68,Bahamas
29273,764018,2022,6,Alagoas,Maceió,1507,538,1,211,Noruega
13928,599040,2019,7,Alagoas,Maceió,304,77,45,316,Bahamas
22001,683215,2020,3,Alagoas,Maceió,910,827,5,16,Turquia
36949,840517,2023,2,Alagoas,Maceió,807,351,121,89,Hong Kong
42456,887733,2023,5,Alagoas,Maceió,9026,628,2,441,Reino Unido
15965,620842,2020,9,Alagoas,Maceió,2828,83,10,29,Barbados
10087,556708,2019,1,Alagoas,Santa Luzia do Norte,3824,249,275,146,Estados Unidos
12210,580084,2019,12,Alagoas,Marechal Deodoro,6907,586,105496,21131,Paraguai
22102,684240,2020,4,Alagoas,Rio Largo,1701,249,1000000,338000,Estados Unidos
5269,320740,2010,7,Alagoas,Maceió,2009,399,16800,26559,Japão
41576,880311,2023,2,Alagoas,Maceió,4009,434,20,109,Libéria
39490,862550,2023,1,Alagoas,Maceió,806,741,41,134,Singapura
21093,673970,2020,2,Alagoas,Maceió,6307,434,6,21,Libéria
39142,859446,2023,3,Alagoas,Maceió,802,361,3,35,Índia
26053,727117,2021,11,Alagoas,Maceió,2501,538,10,2,Noruega
6300,401995,2013,1,Alagoas,São José da Laje,1701,628,1170453,782637,Reino Unido
15714,618213,2020,2,Alagoas,Maceió,2202,628,248,436,Reino Unido
40964,875408,2023,1,Alagoas,Maceió,2922,77,1,19,Bahamas
38121,850858,2023,1,Alagoas,Maceió,701,476,275,430,"Marshall, Ilhas"
7240,472737,2016,10,Alagoas,Marechal Deodoro,6908,647,157738,28296,República Dominicana
40307,869651,2023,7,Alagoas,Maceió,1905,607,44,402,Portugal
10542,562046,2019,1,Alagoas,Maceió,207,293,40,66,Gibraltar
47919,933872,2024,6,Alagoas,Maceió,804,580,55,86,Panamá
30533,776655,2022,12,Alagoas,Maceió,8425,183,1,283,"Cook, Ilhas"
16600,627511,2020,7,Alagoas,Maceió,1702,163,4,35,Chipre
29071,761765,2022,10,Alagoas,Japaratinga,4016,23,13,676,Alemanha
17077,632534,2020,8,Alagoas,Maceió,1902,434,10,32,Libéria
32314,793914,2022,1,Alagoas,Maceió,1901,467,5,9,Malta
12346,581431,2019,6,Alagoas,Maceió,2007,160,56,228,China
11596,573378,2019,11,Alagoas,Maceió,306,580,5,122,Panamá
41318,878342,2023,4,Alagoas,Maceió,702,607,30,66,Portugal
3298,202006,2006,9,Alagoas,Maceió,9998,990,3220,2479,Provisão de Navios e Aeronaves
14689,607397,2019,5,Alagoas,Maceió,6307,77,5,34,Bahamas
12818,586983,2019,3,Alagoas,Maceió,206,467,12,66,Malta
35689,828434,2022,2,Alagoas,Maceió,808,476,33,114,"Marshall, Ilhas"
24674,712333,2021,8,Alagoas,Maceió,808,434,40,103,Libéria
23306,697154,2021,9,Alagoas,Maceió,2001,538,2,15,Noruega
34292,814193,2022,2,Alagoas,Maceió,705,351,62,112,Hong Kong
47677,932090,2024,7,Alagoas,Maceió,1005,163,5,15,Chipre
31181,782888,2022,4,Alagoas,Maceió,307,301,30,284,Grécia
48304,937126,2024,2,Alagoas,Maceió,1207,83,3,18,Barbados
9670,552088,2019,8,Alagoas,Maceió,1905,77,11,100,Bahamas
26153,728329,2021,7,Alagoas,Maceió,2005,467,5,7,Malta
7259,474032,2016,11,Alagoas,São Luís do Quitunde,1701,676,16000000,6594584,Rússia
29278,764098,2022,1,Alagoas,Maceió,710,573,9,28,Países Baixos (Holanda)
2786,169173,2005,11,Alagoas,Coruripe,2207,573,899365,452384,Países Baixos (Holanda)
44326,904037,2023,6,Alagoas,Maceió,2501,301,159,58,Grécia
39801,865406,2023,1,Alagoas,Maceió,2105,476,24,393,"Marshall, Ilhas"
22294,686174,2021,6,Alagoas,Maceió,803,467,20,16,Malta
15904,620191,2020,3,Alagoas,Maceió,202,232,70,756,Dinamarca
46054,918684,2024,1,Alagoas,Maceió,2203,467,105,538,Malta
37693,847227,2023,5,Alagoas,Maceió,801,399,30,9,Japão
30307,774623,2022,10,Alagoas,Maceió,803,603,20,22,Polônia
47040,926646,2024,1,Alagoas,Maceió,803,467,20,12,Malta
15522,616099,2020,8,Alagoas,Maceió,710,434,20,45,Libéria
39695,864468,2023,6,Alagoas,Maceió,3208,827,18,110,Turquia
28844,759146,2021,1,Alagoas,Maceió,711,434,12,33,Libéria
917,58682,2001,11,Alagoas,Coruripe,1701,372,31000000,4175700,Irã
16284,624166,2020,2,Alagoas,Maceió,2005,145,18,68,Camarões
17023,631809,2020,12,Alagoas,Maceió,910,160,15,51,China
29504,766484,2022,11,Alagoas,Maceió,3204,573,0,24,Países Baixos (Holanda)
32668,797419,2022,4,Alagoas,Maceió,2008,538,6,57,Noruega
25858,725131,2021,6,Alagoas,Rio Largo,4415,845,39,3,Uruguai
19323,655770,2020,9,Alagoas,Maceió,2105,163,12,15,Chipre
16188,623185,2020,5,Alagoas,Maceió,1905,301,24,65,Grécia
21869,681901,2020,4,Alagoas,Maceió,203,628,30,171,Reino Unido
10157,557629,2019,4,Alagoas,Maceió,902,301,2,20,Grécia
43216,894239,2023,4,Alagoas,Maceió,303,705,15,68,São Vicente e Granadinas
19567,658408,2020,11,Alagoas,Maceió,203,293,30,124,Gibraltar
12882,587693,2019,8,Alagoas,Maceió,6307,77,2,14,Bahamas
48163,935843,2024,5,Alagoas,Maceió,210,538,49,318,Noruega
30244,773967,2022,10,Alagoas,Maceió,701,77,363,559,Bahamas
33249,803576,2022,3,Alagoas,Maceió,1905,255,21,89,Falkland (Malvinas)
3682,226228,2007,12,Alagoas,Rio Largo,2207,249,778682,370755,Estados Unidos
38029,850096,2023,8,Alagoas,Maceió,306,538,15,115,Noruega
14879,609557,2019,2,Alagoas,Maceió,708,741,8,8,Singapura
30525,776590,2022,11,Alagoas,Maceió,2501,137,20,6,"Cayman, Ilhas"
27998,749604,2021,4,Alagoas,Maceió,3924,580,3,76,Panamá
6075,378712,2013,1,Alagoas,Japaratinga,4015,69,6,846,Austrália
22642,690257,2021,11,Alagoas,Maceió,2402,163,12,675,Chipre
48972,942665,2024,3,Alagoas,Maceió,1517,434,1,5,Libéria
47891,933686,2024,6,Alagoas,Maceió,807,434,220,197,Libéria
29231,763428,2022,2,Alagoas,Maceió,2104,83,3,28,Barbados
11904,576780,2019,1,Alagoas,Maceió,2208,476,175,219,"Marshall, Ilhas"
46512,922666,2024,2,Alagoas,Maceió,2104,83,8,96,Barbados
42357,886845,2023,5,Alagoas,Maceió,306,580,10,308,Panamá
40530,871530,2023,7,Alagoas,Maceió,2103,538,46,145,Noruega
43155,893702,2023,11,Alagoas,Maceió,3204,741,0,0,Singapura
21252,675619,2020,8,Alagoas,Maceió,1507,580,143,210,Panamá
11013,566674,2019,6,Alagoas,Maceió,1108,607,5,17,Portugal
32906,800145,2022,1,Alagoas,Maceió,1601,434,61,264,Libéria
29688,768195,2022,12,Alagoas,Maceió,1601,386,63,445,Itália
21112,674129,2020,5,Alagoas,Maceió,2002,301,12,25,Grécia
32221,793128,2022,12,Alagoas,Maceió,2208,301,82,896,Grécia
43383,895631,2023,1,Alagoas,Maceió,206,538,35,208,Noruega
43606,897592,2023,11,Alagoas,Maceió,902,476,0,3,"Marshall, Ilhas"
38613,854927,2023,12,Alagoas,Maceió,809,476,12,69,"Marshall, Ilhas"
25768,724165,2021,6,Alagoas,Maceió,305,476,5,201,"Marshall, Ilhas"
25140,717551,2021,6,Alagoas,Maceió,804,580,37,57,Panamá
12297,580911,2019,6,Alagoas,Maceió,803,77,30,27,Bahamas
24595,711466,2021,6,Alagoas,Maceió,2101,538,0,104,Noruega
3750,231347,2007,7,Alagoas,União dos Palmares,2207,249,8355970,4286895,Estados Unidos
14855,609313,2019,11,Alagoas,Maceió,8418,434,12,1364,Libéria
13160,590683,2019,6,Alagoas,Maceió,701,77,90,106,Bahamas
48390,937653,2024,1,Alagoas,Maceió,1211,580,25,12,Panamá
28338,753550,2021,6,Alagoas,Maceió,2103,301,224,885,Grécia
11256,569641,2019,1,Alagoas,Maceió,3926,476,1,1,"Marshall, Ilhas"
45377,912988,2024,6,Alagoas,Maceió,2008,607,3921,16695,Portugal
13412,592987,2019,2,Alagoas,Marechal Deodoro,6907,391,52052,10096,Jamaica
10234,558645,2019,7,Alagoas,Maceió,1101,476,10,9,"Marshall, Ilhas"
10183,558012,2019,7,Alagoas,Maceió,2105,301,40,53,Grécia
42457,887739,2023,11,Alagoas,Maceió,2204,741,3,50,Singapura
2908,177179,2006,11,Alagoas,Marechal Deodoro,3904,63,608000,629127,Argentina
41693,881296,2023,6,Alagoas,Maceió,703,160,92,177,China
1784,110437,2003,1,Alagoas,União dos Palmares,5806,528,2538,13125,Nigéria
35180,823161,2022,3,Alagoas,Maceió,206,255,20,112,Falkland (Malvinas)
18482,647247,2020,10,Alagoas,Maceió,807,163,130,61,Chipre
27275,741691,2021,9,Alagoas,Maceió,2009,538,166,331,Noruega
43843,899722,2023,12,Alagoas,Maceió,2208,434,3,21,Libéria
22728,691145,2021,10,Alagoas,Maceió,806,538,20,38,Noruega
44602,906465,2023,2,Alagoas,Maceió,904,351,8,82,Hong Kong
1241,78562,2002,12,Alagoas,Maceió,1703,149,15000000,930000,Canadá
31923,789853,2022,10,Alagoas,Maceió,4419,476,2,77,"Marshall, Ilhas"
9128,544699,2018,12,Alagoas,Maceió,3605,476,10,14,"Marshall, Ilhas"
17219,633991,2020,5,Alagoas,Maceió,910,455,15,64,Malásia
43630,897810,2023,7,Alagoas,Maceió,705,580,20,37,Panamá
45994,918146,2024,7,Alagoas,Maceió,904,575,12,247,Palau
18561,648244,2020,3,Alagoas,Maceió,207,467,150,378,Malta
43864,899907,2023,1,Alagoas,Maceió,1901,845,300,1371,Uruguai
2332,141828,2005,1,Alagoas,Maceió,2207,399,4154779,1051095,Japão
25341,719683,2021,8,Alagoas,Maceió,1806,105,7,47,Brasil
21273,675807,2020,1,Alagoas,Maceió,704,301,10,42,Grécia
42981,892161,2023,3,Alagoas,Maceió,3924,83,0,5,Barbados
20687,669802,2020,5,Alagoas,Maceió,1101,160,200,204,China
18918,651643,2020,4,Alagoas,Maceió,709,628,65,88,Reino Unido
15928,620485,2020,8,Alagoas,Maceió,1006,301,200,184,Grécia
13757,597162,2019,8,Alagoas,Maceió,303,476,317,1624,"Marshall, Ilhas"
49048,943342,2024,7,Alagoas,Maceió,2007,351,1,14,Hong Kong
45963,917886,2024,4,Alagoas,Maceió,2204,476,4,16,"Marshall, Ilhas"
33781,808861,2022,12,Alagoas,Maceió,203,301,112,552,Grécia
22515,688762,2021,2,Alagoas,Maceió,3506,434,0,12,Libéria
757,48194,2000,1,Alagoas,São Luís do Quitunde,1701,676,14000000,2015440,Rússia
18365,645994,2020,8,Alagoas,Maceió,207,741,54,119,Singapura
19211,654445,2020,5,Alagoas,Maceió,401,573,1584,1761,Países Baixos (Holanda)
11504,572331,2019,5,Alagoas,Maceió,805,301,96,386,Grécia
23617,700806,2021,2,Alagoas,Maceió,803,249,22,39,Estados Unidos
41987,883560,2023,6,Alagoas,Maceió,808,232,20,29,Dinamarca
3315,202993,2006,11,Alagoas,Maceió,1701,149,53000000,15810173,Canadá
39661,864110,2023,4,Alagoas,Maceió,707,434,20,26,Libéria
49277,945205,2024,7,Alagoas,Maceió,1101,476,130,122,"Marshall, Ilhas"
40007,867224,2023,10,Alagoas,Maceió,1005,476,40,25,"Marshall, Ilhas"
34319,814480,2022,8,Alagoas,Maceió,401,361,1908,3284,Índia
38968,858015,2023,12,Alagoas,Maceió,1104,434,35,330,Libéria
12012,577969,2019,5,Alagoas,Maceió,2106,90,210,550,Bermudas
3850,236798,2007,8,Alagoas,Maceió,2903,190,8807113,2774241,Coreia do Sul
28632,756723,2021,1,Alagoas,Maceió,1902,476,140,312,"Marshall, Ilhas"
20997,672959,2020,6,Alagoas,Maceió,706,434,35,33,Libéria
27331,742181,2021,3,Alagoas,Maceió,2103,434,114,245,Libéria
45674,915291,2024,2,Alagoas,Maceió,702,467,35,51,Malta
24142,706352,2021,5,Alagoas,Maceió,804,538,113,114,Noruega
10937,565971,2019,9,Alagoas,Maceió,202,434,317,1288,Libéria
9980,555383,2019,8,Alagoas,Maceió,2103,538,29,270,Noruega
20872,671467,2020,8,Alagoas,Maceió,706,163,110,94,Chipre
20682,669759,2020,8,Alagoas,Maceió,805,434,90,67,Libéria
37893,848968,2023,11,Alagoas,Maceió,2104,232,1,16,Dinamarca
23886,703662,2021,7,Alagoas,Maceió,703,161,175,350,Taiwan (Formosa)
49822,950079,2024,7,Alagoas,Maceió,6310,498,200,384,Montenegro
16366,625043,2020,8,Alagoas,Arapiraca,3916,337,5767,15616,Guiana
43614,897678,2023,6,Alagoas,Maceió,1102,351,7,21,Hong Kong
2770,168112,2005,10,Alagoas,Maceió,604,607,608,1856,Portugal
3021,184025,2006,10,Alagoas,Maceió,6802,23,101200,17710,Alemanha
30487,776256,2022,3,Alagoas,Maceió,1806,77,22,234,Bahamas
9645,551883,2019,9,Alagoas,Maceió,6401,505,209,684,Moçambique
21287,675926,2020,7,Alagoas,Maceió,1102,628,15,12,Reino Unido
21164,674696,2020,7,Alagoas,Maceió,701,628,350,406,Reino Unido
25502,721433,2021,1,Alagoas,Maceió,706,434,75,82,Libéria
34961,820905,2022,5,Alagoas,Maceió,704,301,255,510,Grécia
45507,913902,2024,7,Alagoas,Maceió,406,575,116,1442,Palau
17220,634004,2020,7,Alagoas,Maceió,207,232,252,423,Dinamarca
36978,840780,2023,3,Alagoas,Maceió,705,301,42,117,Grécia
219,12696,1997,10,Alagoas,Maceió,1701,149,17775000,4301550,Canadá
21616,679479,2020,2,Alagoas,Maceió,3401,741,1,55,Singapura
32154,792329,2022,2,Alagoas,Maceió,402,573,5,18,Países Baixos (Holanda)
32095,791599,2022,4,Alagoas,Maceió,406,445,17,323,Luxemburgo
41969,883405,2023,1,Alagoas,Maceió,805,195,40,107,Croácia
42074,884313,2023,5,Alagoas,Maceió,401,399,515,506,Japão
15106,611836,2019,4,Alagoas,Maceió,2009,77,144,246,Bahamas
29510,766569,2022,11,Alagoas,Maceió,3401,580,8,28,Panamá
8074,514318,2018,11,Alagoas,Maceió,1902,301,60,111,Grécia
20523,668050,2020,10,Alagoas,Maceió,2002,160,25,23,China
41578,880313,2023,12,Alagoas,Maceió,202,434,137,917,Libéria
43883,900060,2023,1,Alagoas,Maceió,6205,434,4,62,Libéria
38742,856053,2023,9,Alagoas,Maceió,2105,77,32,95,Bahamas
41650,880936,2023,7,Alagoas,Maceió,2102,476,2,28,"Marshall, Ilhas"
44401,904781,2023,12,Alagoas,Maceió,714,476,10,32,"Marshall, Ilhas"
24541,710898,2021,11,Alagoas,Maceió,2009,77,48,102,Bahamas
49780,949706,2024,6,Alagoas,Maceió,2003,467,4,52,Malta
44812,908317,2024,5,Alagoas,Maceió,1902,163,25,159,Chipre
26445,731722,2021,3,Alagoas,Maceió,1701,351,0,25,Hong Kong
5611,343567,2011,3,Alagoas,São José da Laje,1701,720,102500,54062,São Tomé e Príncipe
12333,581281,2019,9,Alagoas,Maceió,306,434,5,134,Libéria
2871,174184,2006,2,Alagoas,Maceió,2207,573,3553822,1689936,Países Baixos (Holanda)
35706,828590,2022,3,Alagoas,Maceió,2102,301,8,263,Grécia
45219,911721,2024,2,Alagoas,Maceió,3301,467,0,12,Malta
26790,735460,2021,9,Alagoas,Maceió,807,399,180,92,Japão
48301,937106,2024,1,Alagoas,Maceió,904,580,1,13,Panamá
37594,846301,2023,3,Alagoas,Maceió,702,386,97,845,Itália
45875,917117,2024,7,Alagoas,Maceió,704,163,55,86,Chipre
134,7432,1997,1,Alagoas,Maceió,2815,329,7437146,1137883,Guiné
48309,937192,2024,4,Alagoas,Maceió,701,386,150,246,Itália
19793,660600,2020,1,Alagoas,Maceió,2002,467,12,15,Malta
35348,824887,2022,2,Alagoas,Maceió,210,386,29,197,Itália
14509,605507,2019,6,Alagoas,Maceió,1902,351,69,105,Hong Kong
39632,863846,2023,1,Alagoas,Maceió,713,538,12,38,Noruega
27020,738377,2021,2,Alagoas,Maceió,2103,77,37,239,Bahamas
12757,586335,2019,5,Alagoas,Maceió,703,301,70,228,Grécia
40882,874562,2023,8,Alagoas,Maceió,1602,399,21,113,Japão
18999,652481,2020,5,Alagoas,Maceió,713,267,5,42,Filipinas
1117,71768,2002,9,Alagoas,Maceió,2207,289,1950724,703357,Gana
46997,926337,2024,5,Alagoas,Maceió,2009,467,146,536,Malta
9372,549012,2019,11,Alagoas,Maceió,701,43,150,142,Antígua e Barbuda
38249,852022,2023,9,Alagoas,Maceió,706,434,30,50,Libéria
36006,831744,2022,7,Alagoas,Maceió,710,476,13,47,"Marshall, Ilhas"
21597,679302,2020,10,Alagoas,Maceió,4818,77,99,279,Bahamas
46614,923427,2024,5,Alagoas,Maceió,703,580,85,233,Panamá
45583,914510,2024,4,Alagoas,Maceió,2002,476,17,54,"Marshall, Ilhas"
37888,848937,2023,3,Alagoas,Maceió,3305,23,4,82,Alemanha
38430,853512,2023,10,Alagoas,Maceió,907,183,0,4,"Cook, Ilhas"
32999,801099,2022,10,Alagoas,Maceió,6302,476,83,743,"Marshall, Ilhas"
35499,826567,2022,2,Alagoas,Maceió,8536,538,6,64,Noruega
