,Unnamed: 0,CO_ANO,CO_MES,Nome_UF,Nome_Município,SH4,CO_PAIS,KG_LIQUIDO,VL_FOB,NO_PAIS
44821,908387,2024,7,Alagoas,Maceió,303,580,130,541,Panamá
30229,773755,2022,5,Alagoas,Maceió,904,77,1,13,Bahamas
14724,607801,2019,11,Alagoas,Japaratinga,4016,23,8,526,Alemanha
44087,901908,2023,10,Alagoas,Maceió,712,467,1,4,Malta
42039,884052,2023,12,Alagoas,Maceió,3924,434,2,126,Libéria
1353,84758,2002,8,Alagoas,Maceió,306,249,8564,171155,Estados Unidos
721,45727,2000,9,Alagoas,São Miguel dos Campos,4819,63,3069,5511,Argentina
44591,906315,2023,3,Alagoas,Maceió,1605,301,5,55,Grécia
21336,676510,2020,10,Alagoas,Maceió,2102,23,2,24,Alemanha
26634,733831,2021,1,Alagoas,Maceió,1101,476,250,255,"Marshall, Ilhas"
20520,668040,2020,10,Alagoas,Maceió,1006,77,280,297,Bahamas
23344,697604,2021,2,Alagoas,Maceió,2004,77,10,21,Bahamas
13094,589785,2019,10,Alagoas,Maceió,704,858,150,99,Vietnã
18452,646864,2020,6,Alagoas,Maceió,704,741,25,61,Singapura
22060,683725,2020,3,Alagoas,Maceió,2203,160,273,1022,China
47819,933165,2024,1,Alagoas,Maceió,709,467,34,67,Malta
13871,598432,2019,9,Alagoas,Maceió,402,434,26,114,Libéria
47457,930320,2024,1,Alagoas,Maceió,1701,59,3751314,2561037,Argélia
11136,568025,2019,4,Alagoas,Maceió,703,467,111,199,Malta
34738,818794,2022,3,Alagoas,Maceió,203,105,268,2003,Brasil
12661,585220,2019,2,Alagoas,Maceió,2008,434,2,11,Libéria
20435,667243,2020,11,Alagoas,Maceió,1513,127,3320,33136,Cabo Verde
2632,160532,2005,4,Alagoas,Maceió,9998,990,4565,5812,Provisão de Navios e Aeronaves
29323,764482,2022,6,Alagoas,Maceió,3808,301,2,130,Grécia
16773,629305,2020,4,Alagoas,Maceió,2201,301,3600,920,Grécia
47042,926657,2024,2,Alagoas,Maceió,703,163,22,32,Chipre
22568,689417,2021,7,Alagoas,Marechal Deodoro,6907,611,207995,39057,Porto Rico
10123,557192,2019,2,Alagoas,Maceió,805,741,18,12,Singapura
25020,716148,2021,9,Alagoas,Maceió,813,434,5,64,Libéria
31332,784432,2022,2,Alagoas,Maceió,3401,538,2,27,Noruega
16775,629316,2020,1,Alagoas,Maceió,709,301,60,99,Grécia
4578,277273,2009,4,Alagoas,Maceió,4902,23,100,2343,Alemanha
46555,922984,2024,2,Alagoas,Atalaia,1701,59,4212335,2539976,Argélia
32152,792304,2022,11,Alagoas,Maceió,708,434,25,52,Libéria
47926,933896,2024,6,Alagoas,Maceió,7326,351,50,3301,Hong Kong
49070,943590,2024,6,Alagoas,Maceió,402,607,2,9,Portugal
37128,842016,2023,5,Alagoas,Maceió,7214,77,6,199,Bahamas
43293,894816,2023,7,Alagoas,Maceió,802,476,3,37,"Marshall, Ilhas"
32595,796590,2022,7,Alagoas,Maceió,304,434,60,219,Libéria
10762,564240,2019,2,Alagoas,Maceió,808,467,90,197,Malta
6394,411791,2014,8,Alagoas,Maceió,9403,586,17818,193840,Paraguai
44905,908973,2024,5,Alagoas,Maceió,2005,467,3,106,Malta
41991,883596,2023,10,Alagoas,Maceió,3401,249,15,69,Estados Unidos
32029,790964,2022,1,Alagoas,Maceió,805,23,66,52,Alemanha
9359,548866,2019,5,Alagoas,Maceió,1702,607,3,70,Portugal
31892,789652,2022,4,Alagoas,Maceió,2104,538,3,16,Noruega
15864,619800,2020,12,Alagoas,Maceió,804,361,55,71,Índia
12940,588308,2019,1,Alagoas,Maceió,704,538,24,105,Noruega
11569,573040,2019,8,Alagoas,Maceió,202,301,129,1109,Grécia
3423,209309,2007,3,Alagoas,Rio Largo,1701,249,2708058,1021290,Estados Unidos
48375,937561,2024,6,Alagoas,Maceió,2901,476,6,167,"Marshall, Ilhas"
26890,736727,2021,3,Alagoas,Maceió,1101,434,100,91,Libéria
26278,729684,2021,5,Alagoas,Maceió,1006,538,107,104,Noruega
8725,533107,2018,10,Alagoas,Maceió,710,538,18,69,Noruega
24221,707226,2021,7,Alagoas,Maceió,401,603,60,98,Polônia
43680,898257,2023,5,Alagoas,Maceió,4401,301,15,37,Grécia
43897,900215,2023,2,Alagoas,Maceió,2008,538,105,222,Noruega
42240,885846,2023,1,Alagoas,Maceió,2815,434,6,44,Libéria
10915,565724,2019,3,Alagoas,Maceió,206,160,2,2,China
43756,898956,2023,11,Alagoas,Maceió,714,476,80,52,"Marshall, Ilhas"
24408,709305,2021,12,Alagoas,Maceió,2007,476,6,65,"Marshall, Ilhas"
948,60239,2001,3,Alagoas,Maceió,801,249,372,2080,Estados Unidos
39031,858628,2023,9,Alagoas,Maceió,805,77,41,52,Bahamas
32588,796532,2022,3,Alagoas,Maceió,907,77,1,25,Bahamas
7174,469236,2016,3,Alagoas,Maceió,7117,72,2,3394,Áustria
19086,653220,2020,10,Alagoas,Maceió,7013,77,5,35,Bahamas
1519,94336,2003,7,Alagoas,Maceió,603,607,140,332,Portugal
48746,940620,2024,5,Alagoas,Maceió,9613,434,20,8,Libéria
17940,641552,2020,2,Alagoas,Maceió,3302,434,2,9,Libéria
2914,177575,2006,4,Alagoas,Coruripe,1701,676,53000001,12403982,Rússia
37535,845788,2023,3,Alagoas,Maceió,709,83,36,52,Barbados
1974,121559,2004,11,Alagoas,Maceió,2207,190,10321646,2618577,Coreia do Sul
34442,815858,2022,11,Alagoas,Maceió,210,137,68,831,"Cayman, Ilhas"
47336,929387,2024,2,Alagoas,Maceió,713,301,87,344,Grécia
7688,496748,2017,12,Alagoas,Maceió,9998,990,49227,122140,Provisão de Navios e Aeronaves
23522,699784,2021,11,Alagoas,Maceió,3302,538,0,8,Noruega
19338,655853,2020,6,Alagoas,Maceió,2203,476,21,490,"Marshall, Ilhas"
2742,166921,2005,5,Alagoas,Marechal Deodoro,3917,149,56,13693,Canadá
19695,659684,2020,4,Alagoas,Maceió,2203,267,73,337,Filipinas
18633,649006,2020,4,Alagoas,Maceió,1108,427,5,19,Letônia
4784,290993,2009,4,Alagoas,Maceió,801,63,120,888,Argentina
24250,707557,2021,5,Alagoas,Maceió,203,538,87,339,Noruega
906,57998,2001,2,Alagoas,São José da Laje,1701,676,154800,31260,Rússia
10116,557081,2019,2,Alagoas,Maceió,304,607,17,108,Portugal
6760,444036,2015,5,Alagoas,Capela,9703,275,190,3311,França
40208,868817,2023,10,Alagoas,Maceió,1507,281,92,259,Gabão
9018,541568,2018,11,Alagoas,Maceió,2009,351,24,30,Hong Kong
16799,629497,2020,8,Alagoas,Maceió,1702,97,201,1102,Bolívia
9175,546224,2018,11,Alagoas,Maceió,4819,301,1,2,Grécia
32555,796200,2022,8,Alagoas,Maceió,2102,293,1,25,Gibraltar
36215,834065,2022,12,Alagoas,Maceió,401,301,590,947,Grécia
30854,779678,2022,1,Alagoas,Maceió,3907,538,1,169,Noruega
38714,855777,2023,7,Alagoas,Maceió,407,275,136,308,França
31017,781238,2022,2,Alagoas,Maceió,803,476,40,38,"Marshall, Ilhas"
14059,600419,2019,11,Alagoas,Maceió,709,301,128,187,Grécia
29747,768707,2022,12,Alagoas,Maceió,701,183,254,341,"Cook, Ilhas"
40854,874329,2023,7,Alagoas,Maceió,2710,275,68160,72936,França
46500,922584,2024,4,Alagoas,Rio Largo,2710,845,21458,21880,Uruguai
19984,662404,2020,3,Alagoas,Maceió,807,232,200,108,Dinamarca
33353,804586,2022,3,Alagoas,Maceió,405,365,22,209,Indonésia
14962,610258,2019,8,Alagoas,Maceió,708,351,10,16,Hong Kong
24143,706359,2021,5,Alagoas,Maceió,1806,476,3,53,"Marshall, Ilhas"
8119,515792,2018,12,Alagoas,Maceió,3923,301,3,67,Grécia
23568,700339,2021,6,Alagoas,Maceió,202,160,128,1105,China
6241,395792,2013,3,Alagoas,Pilar,9998,990,286215,300526,Provisão de Navios e Aeronaves
7863,505689,2017,3,Alagoas,Japaratinga,4015,767,3,553,Suíça
13401,592887,2019,10,Alagoas,Maceió,1106,607,600,1665,Portugal
26751,735071,2021,3,Alagoas,Maceió,2101,434,0,227,Libéria
20564,668514,2020,5,Alagoas,Maceió,709,434,110,204,Libéria
34635,817881,2022,1,Alagoas,Maceió,9608,88,34,90,Belize
7632,494036,2017,8,Alagoas,Maceió,1701,607,650000,239876,Portugal
30983,780901,2022,8,Alagoas,Maceió,706,351,5,7,Hong Kong
23931,704114,2021,5,Alagoas,Marechal Deodoro,6907,845,132056,29700,Uruguai
49711,949042,2024,4,Alagoas,Maceió,3402,580,227,1744,Panamá
34576,817366,2022,2,Alagoas,Maceió,804,767,85,176,Suíça
13792,597560,2019,5,Alagoas,Maceió,2209,77,23,65,Bahamas
2582,157296,2005,11,Alagoas,Maceió,1701,149,48801200,9845721,Canadá
19440,656856,2020,8,Alagoas,Maceió,2106,163,21,82,Chipre
24835,714077,2021,9,Alagoas,Maceió,710,538,73,163,Noruega
40231,869017,2023,12,Alagoas,Maceió,2202,467,101,291,Malta
33545,806530,2022,10,Alagoas,Maceió,714,301,15,21,Grécia
4416,267567,2009,10,Alagoas,Maceió,801,607,120,1033,Portugal
25450,720899,2021,9,Alagoas,Maceió,802,728,2,44,Senegal
22743,691343,2021,8,Alagoas,Maceió,806,538,10,16,Noruega
28907,759814,2022,12,Alagoas,Maceió,710,538,15,47,Noruega
45173,911374,2024,6,Alagoas,Marechal Deodoro,6907,65,26088,5172,Aruba
11478,571946,2019,10,Alagoas,Maceió,1704,301,21,69,Grécia
11460,571723,2019,2,Alagoas,Maceió,710,607,5,24,Portugal
25253,718539,2021,11,Alagoas,Maceió,807,476,180,124,"Marshall, Ilhas"
21740,680678,2020,9,Alagoas,Maceió,706,467,43,49,Malta
42721,890031,2023,11,Alagoas,Maceió,1602,232,15,113,Dinamarca
43264,894578,2023,7,Alagoas,Maceió,1108,538,29,67,Noruega
25269,718825,2021,3,Alagoas,Maceió,7314,244,1,140,Emirados Árabes Unidos
37410,844792,2023,1,Alagoas,Maceió,709,161,80,162,Taiwan (Formosa)
5056,308597,2010,3,Alagoas,São José da Laje,1701,750,1890000,1286031,Sri Lanka
44324,904009,2023,3,Alagoas,Maceió,804,628,86,62,Reino Unido
1251,79372,2002,10,Alagoas,Maceió,9602,245,81,504,Espanha
18509,647484,2020,10,Alagoas,Maceió,1701,23,3,13,Alemanha
38847,856908,2023,10,Alagoas,Maceió,1902,249,3,34,Estados Unidos
11088,567609,2019,4,Alagoas,Maceió,704,741,40,191,Singapura
41902,882973,2023,5,Alagoas,Maceió,1701,476,70,101,"Marshall, Ilhas"
16865,630218,2020,2,Alagoas,Maceió,1602,628,16,101,Reino Unido
13143,590533,2019,7,Alagoas,Maceió,706,399,48,91,Japão
17325,635029,2020,5,Alagoas,Maceió,2002,455,5,30,Malásia
3917,240126,2008,3,Alagoas,Rio Largo,2207,249,1851999,1042122,Estados Unidos
16051,621714,2020,11,Alagoas,Maceió,807,293,70,23,Gibraltar
15230,612997,2019,11,Alagoas,São Luís do Quitunde,1701,149,15175170,4016011,Canadá
27678,746177,2021,2,Alagoas,Maceió,1108,434,3,11,Libéria
39485,862526,2023,6,Alagoas,Maceió,401,776,41,63,Tailândia
46438,922132,2024,2,Alagoas,Maceió,901,434,17,253,Libéria
3050,185220,2006,4,Alagoas,Rio Largo,1701,289,14000000,4332550,Gana
45271,912093,2024,5,Alagoas,Maceió,1604,538,0,27,Noruega
8914,538503,2018,11,Alagoas,Maceió,2103,434,24,45,Libéria
2910,177347,2006,8,Alagoas,Rio Largo,9998,990,633905,487092,Provisão de Navios e Aeronaves
27069,739091,2021,12,Alagoas,Maceió,6805,386,2,4,Itália
15298,613656,2019,6,Alagoas,Maceió,206,77,23,51,Bahamas
17721,639348,2020,7,Alagoas,Maceió,804,232,120,106,Dinamarca
35686,828410,2022,3,Alagoas,Maceió,1517,476,27,109,"Marshall, Ilhas"
48362,937486,2024,5,Alagoas,Maceió,202,476,150,1032,"Marshall, Ilhas"
44,2385,1997,8,Alagoas,Maceió,2009,399,480,1380,Japão
39827,865584,2023,12,Alagoas,Maceió,1204,538,1,3,Noruega
32512,795776,2022,4,Alagoas,Maceió,1602,538,8,39,Noruega
6994,459477,2016,3,Alagoas,Maceió,1201,160,994676,340000,China
12340,581372,2019,3,Alagoas,Maceió,1905,573,147,525,Países Baixos (Holanda)
17033,631935,2020,7,Alagoas,Maceió,1902,163,32,160,Chipre
5763,353189,2012,2,Alagoas,Coruripe,1701,195,2100000,1212918,Croácia
4546,275099,2009,11,Alagoas,Maceió,4418,199,26974,102073,Cuba
29316,764378,2022,11,Alagoas,Rio Largo,2710,607,17454,23014,Portugal
23444,698831,2021,11,Alagoas,Maceió,806,455,43,111,Malásia
26640,733918,2021,4,Alagoas,Maceió,1702,538,2,14,Noruega
12748,586221,2019,6,Alagoas,Maceió,808,476,165,460,"Marshall, Ilhas"
13977,599470,2019,5,Alagoas,Maceió,401,301,120,239,Grécia
9955,555032,2019,6,Alagoas,Maceió,3605,77,36,14,Bahamas
33102,802061,2022,2,Alagoas,Maceió,701,476,60,99,"Marshall, Ilhas"
24531,710838,2021,11,Alagoas,Maceió,1902,77,18,151,Bahamas
48027,934744,2024,2,Alagoas,Maceió,1507,163,15,52,Chipre
38566,854509,2023,8,Alagoas,Maceió,306,399,16,297,Japão
5975,370289,2012,10,Alagoas,Maceió,1701,670,3920549,2926494,Romênia
24828,713987,2021,2,Alagoas,Maceió,904,77,1,4,Bahamas
2251,137883,2004,2,Alagoas,Coruripe,2207,190,596805,157863,Coreia do Sul
49564,947721,2024,6,Alagoas,Maceió,402,351,0,4,Hong Kong
29870,769981,2022,1,Alagoas,Maceió,405,434,4,41,Libéria
28809,758794,2021,3,Alagoas,Maceió,707,386,20,17,Itália
38632,855065,2023,1,Alagoas,Maceió,2202,434,171,639,Libéria
24085,705768,2021,4,Alagoas,Maceió,910,160,10,54,China
2343,142533,2005,4,Alagoas,União dos Palmares,2207,190,161724,65025,Coreia do Sul
37601,846420,2023,4,Alagoas,Maceió,910,476,12,58,"Marshall, Ilhas"
8409,523884,2018,5,Alagoas,Marechal Deodoro,6907,485,103896,17688,Maurício
3593,220918,2007,11,Alagoas,Maceió,7117,573,3,979,Países Baixos (Holanda)
31066,781780,2022,6,Alagoas,Maceió,1101,538,100,95,Noruega
5201,317273,2010,3,Alagoas,Rio Largo,2207,190,12291936,6444704,Coreia do Sul
29600,767313,2022,1,Alagoas,Maceió,1101,88,50,55,Belize
44271,903509,2023,12,Alagoas,Maceió,704,476,78,227,"Marshall, Ilhas"
13835,598045,2019,8,Alagoas,Marechal Deodoro,6907,845,51329,10149,Uruguai
7167,468638,2016,12,Alagoas,Maceió,7117,275,0,1440,França
35007,821424,2022,12,Alagoas,Maceió,5906,476,3,490,"Marshall, Ilhas"
14843,609216,2019,3,Alagoas,Marechal Deodoro,6907,158,155007,34898,Chile
30806,779123,2022,3,Alagoas,Maceió,2105,538,32,74,Noruega
22392,687412,2021,6,Alagoas,Maceió,705,160,30,51,China
9726,552673,2019,5,Alagoas,Maceió,506,77,17,72,Bahamas
8969,539916,2018,12,Alagoas,Maceió,707,301,30,36,Grécia
32921,800281,2022,3,Alagoas,Maceió,8413,301,30,24,Grécia
26071,727359,2021,3,Alagoas,Maceió,810,232,18,84,Dinamarca
8004,512219,2018,4,Alagoas,Marechal Deodoro,6907,505,79043,11831,Moçambique
28574,756026,2021,2,Alagoas,Maceió,1006,741,200,248,Singapura
31573,786758,2022,6,Alagoas,Maceió,403,77,33,133,Bahamas
8389,523219,2018,3,Alagoas,Marechal Deodoro,6907,97,26064,4435,Bolívia
40292,869519,2023,6,Alagoas,Maceió,1702,301,3,6,Grécia
22671,690601,2021,5,Alagoas,Maceió,2101,580,0,56,Panamá
40489,871205,2023,4,Alagoas,Maceió,4802,434,3,45,Libéria
39702,864563,2023,5,Alagoas,Maceió,1902,161,10,18,Taiwan (Formosa)
47713,932337,2024,4,Alagoas,Marechal Deodoro,6907,337,52719,10387,Guiana
28982,760609,2022,2,Alagoas,Maceió,4007,505,0,46,Moçambique
11318,570243,2019,1,Alagoas,Maceió,805,301,636,667,Grécia
16146,622730,2020,10,Alagoas,São Miguel dos Campos,1701,291,26200591,7050068,Geórgia
8606,529525,2018,2,Alagoas,Maceió,2007,586,1351,3954,Paraguai
28183,751828,2021,2,Alagoas,Maceió,810,434,40,134,Libéria
47002,926368,2024,5,Alagoas,Maceió,706,351,40,96,Hong Kong
36444,836063,2023,12,Alagoas,Maceió,904,83,1,16,Barbados
44454,905226,2023,1,Alagoas,Maceió,304,476,52,311,"Marshall, Ilhas"
49747,949376,2024,3,Alagoas,Maceió,705,301,39,161,Grécia
13724,596718,2019,10,Alagoas,Maceió,8506,43,1,78,Antígua e Barbuda
24348,708645,2021,12,Alagoas,Maceió,7222,538,1,71,Noruega
9360,548873,2019,5,Alagoas,Maceió,2201,580,1436,535,Panamá
39603,863635,2023,6,Alagoas,Maceió,1604,301,6,63,Grécia
34083,812038,2022,4,Alagoas,Maceió,2106,445,0,25,Luxemburgo
2919,177906,2006,2,Alagoas,Matriz de Camaragibe,1701,676,14000000,3236742,Rússia
38156,851181,2023,1,Alagoas,Maceió,809,232,14,44,Dinamarca
5294,322412,2010,5,Alagoas,São Luís do Quitunde,1701,676,17640447,8877474,Rússia
46140,919494,2024,3,Alagoas,Maceió,710,580,44,247,Panamá
44921,909060,2024,4,Alagoas,Maceió,2009,434,57,120,Libéria
21425,677332,2020,9,Alagoas,Maceió,703,163,152,292,Chipre
33034,801341,2022,8,Alagoas,Maceió,207,195,207,626,Croácia
12067,578525,2019,10,Alagoas,Maceió,803,476,86,86,"Marshall, Ilhas"
8532,527066,2018,12,Alagoas,Maceió,1101,301,80,100,Grécia
23074,694740,2021,9,Alagoas,Maceió,8201,505,1,14,Moçambique
11718,574654,2019,2,Alagoas,Maceió,2922,77,6,50,Bahamas
4785,291199,2009,1,Alagoas,Rio Largo,1701,676,455000,110332,Rússia
43601,897551,2023,10,Alagoas,Maceió,910,386,10,43,Itália
33409,805065,2022,2,Alagoas,Maceió,9013,538,1,31,Noruega
4323,262122,2008,6,Alagoas,Rio Largo,1701,199,2250000,686094,Cuba
32910,800165,2022,1,Alagoas,Maceió,712,255,11,46,Falkland (Malvinas)
43133,893504,2023,6,Alagoas,Maceió,8211,301,11,140,Grécia
25590,722359,2021,5,Alagoas,Maceió,1903,538,30,35,Noruega
27983,749441,2021,7,Alagoas,Maceió,701,573,3,5,Países Baixos (Holanda)
18877,651261,2020,5,Alagoas,Maceió,904,573,39,263,Países Baixos (Holanda)
21297,676031,2020,2,Alagoas,Maceió,3204,628,1,59,Reino Unido
45387,913050,2024,1,Alagoas,Maceió,702,607,30,26,Portugal
31281,783918,2022,8,Alagoas,Maceió,811,361,10,26,Índia
47287,928983,2024,7,Alagoas,Maceió,8421,741,11,209,Singapura
47167,927783,2024,7,Alagoas,Maceió,713,476,5,30,"Marshall, Ilhas"
45018,909955,2024,6,Alagoas,Maceió,804,249,910,1748,Estados Unidos
32194,792756,2022,6,Alagoas,Maceió,1101,434,25,112,Libéria
7337,478116,2016,11,Alagoas,Japaratinga,4015,249,3,754,Estados Unidos
18410,646476,2020,11,Alagoas,Maceió,808,361,58,156,Índia
47132,927443,2024,3,Alagoas,Maceió,2005,301,15,242,Grécia
49828,950165,2024,4,Alagoas,Maceió,2922,386,3,63,Itália
43895,900198,2023,1,Alagoas,Maceió,2922,776,1,15,Tailândia
49797,949867,2024,5,Alagoas,Maceió,1507,434,188,545,Libéria
35139,822748,2022,12,Alagoas,Maceió,712,160,9,70,China
34088,812082,2022,3,Alagoas,Maceió,403,23,11,35,Alemanha
40119,868014,2023,2,Alagoas,Maceió,2009,827,36,43,Turquia
18424,646553,2020,9,Alagoas,Maceió,1006,163,20,22,Chipre
44090,901937,2023,11,Alagoas,Maceió,2105,467,10,40,Malta
36923,840272,2023,12,Alagoas,Maceió,810,580,10,36,Panamá
10099,556871,2019,8,Alagoas,Maceió,1902,467,24,90,Malta
46434,922113,2024,4,Alagoas,Maceió,2202,741,205,525,Singapura
1575,98321,2003,5,Alagoas,Maceió,4202,275,35,851,França
11223,569227,2019,3,Alagoas,Maceió,2009,607,19388,37733,Portugal
44061,901585,2023,4,Alagoas,Maceió,2001,607,3,30,Portugal
8400,523623,2018,11,Alagoas,Maceió,409,434,6,17,Libéria
4751,288845,2009,4,Alagoas,Maceió,2207,756,581200,334666,África do Sul
28490,755084,2021,8,Alagoas,Maceió,9603,580,12,124,Panamá
42335,886713,2023,5,Alagoas,Maceió,707,301,100,115,Grécia
24376,708891,2021,5,Alagoas,Maceió,405,434,5,43,Libéria
36603,837440,2023,6,Alagoas,São Miguel dos Campos,1701,607,14058831,7280073,Portugal
33652,807710,2022,7,Alagoas,Maceió,2101,538,0,43,Noruega
18051,642791,2020,9,Alagoas,Maceió,710,467,2,4,Malta
25035,716259,2021,11,Alagoas,Maceió,702,13,20,18,Afeganistão
27504,744246,2021,6,Alagoas,Maceió,807,249,110,47,Estados Unidos
43402,895821,2023,5,Alagoas,Maceió,2202,386,186,378,Itália
27651,745886,2021,2,Alagoas,Maceió,207,351,320,673,Hong Kong
41584,880350,2023,11,Alagoas,Maceió,1602,434,24,163,Libéria
25006,715963,2021,2,Alagoas,Maceió,2003,741,2,60,Singapura
28552,755705,2021,12,Alagoas,Maceió,810,434,10,53,Libéria
18754,650205,2020,6,Alagoas,Maceió,701,741,100,123,Singapura
29917,770437,2022,1,Alagoas,Maceió,3919,88,1,29,Belize
23993,704733,2021,5,Alagoas,Maceió,1103,43,5,16,Antígua e Barbuda
9848,553895,2019,4,Alagoas,Maceió,710,580,5,20,Panamá
43245,894411,2023,1,Alagoas,Maceió,705,434,55,301,Libéria
28556,755763,2021,3,Alagoas,Marechal Deodoro,6907,158,234604,62180,Chile
47500,930670,2024,1,Alagoas,Maceió,407,77,648,377,Bahamas
43300,894849,2023,9,Alagoas,Maceió,1006,476,100,184,"Marshall, Ilhas"
49359,945953,2024,6,Alagoas,Marechal Deodoro,6907,249,568806,122796,Estados Unidos
32915,800242,2022,4,Alagoas,Maceió,2101,580,0,71,Panamá
10869,565321,2019,6,Alagoas,Maceió,2009,77,45,132,Bahamas
23632,700985,2021,12,Alagoas,Maceió,406,573,3,53,Países Baixos (Holanda)
36064,832286,2022,8,Alagoas,Maceió,3506,580,4,71,Panamá
46644,923662,2024,5,Alagoas,Maceió,1105,434,10,125,Libéria
48911,942153,2024,5,Alagoas,Maceió,810,607,5,26,Portugal
8924,538988,2018,4,Alagoas,São Luís do Quitunde,1701,195,5972577,2033525,Croácia
21663,679932,2020,10,Alagoas,Maceió,1101,23,25,29,Alemanha
37274,843382,2023,9,Alagoas,Maceió,307,87,10,128,Bélgica
25196,718101,2021,11,Alagoas,Coruripe,1701,628,2086990,559543,Reino Unido
31247,783590,2022,6,Alagoas,Maceió,902,741,1,101,Singapura
13869,598414,2019,8,Alagoas,Maceió,704,434,10,50,Libéria
35419,825670,2022,1,Alagoas,Maceió,4818,476,107,544,"Marshall, Ilhas"
7536,488638,2017,3,Alagoas,Marechal Deodoro,6907,97,52962,10416,Bolívia
35771,829457,2022,1,Alagoas,Maceió,9018,80,1,39,Barein
311,18638,1998,2,Alagoas,São Miguel dos Campos,4819,63,3650,3000,Argentina
42805,890602,2023,3,Alagoas,Maceió,3215,83,0,127,Barbados
7725,498735,2017,8,Alagoas,Marechal Deodoro,6907,586,439237,77789,Paraguai
33935,810623,2022,1,Alagoas,Maceió,407,580,225,415,Panamá
31209,783157,2022,4,Alagoas,Maceió,8212,538,0,10,Noruega
21488,678068,2020,8,Alagoas,Maceió,3923,163,2,26,Chipre
15624,617139,2020,9,Alagoas,Maceió,406,467,6,67,Malta
45099,910659,2024,7,Alagoas,Maceió,805,88,23,25,Belize
32163,792419,2022,1,Alagoas,Maceió,802,255,1,43,Falkland (Malvinas)
3907,239575,2008,2,Alagoas,São Miguel dos Campos,6305,756,53719,314576,África do Sul
24180,706715,2021,12,Alagoas,Maceió,304,77,30,116,Bahamas
18483,647254,2020,10,Alagoas,Maceió,1905,232,92,258,Dinamarca
6321,403638,2014,8,Alagoas,Rio Largo,9998,990,53114,61922,Provisão de Navios e Aeronaves
35280,824245,2022,8,Alagoas,Maceió,9608,580,8,21,Panamá
20534,668171,2020,5,Alagoas,Maceió,710,351,85,227,Hong Kong
36710,838329,2023,12,Alagoas,Maceió,1517,351,1,2,Hong Kong
4679,284561,2009,2,Alagoas,São José da Laje,1701,357,1890000,590300,Iêmen
42276,886171,2023,2,Alagoas,Maceió,2202,88,31,254,Belize
7244,473247,2016,9,Alagoas,Lagoa da Canoa,2401,345,8699,100386,Honduras
706,44505,2000,11,Alagoas,Maceió,6912,249,27,65,Estados Unidos
30050,771945,2022,3,Alagoas,Maceió,2208,301,364,126,Grécia
10171,557824,2019,12,Alagoas,Maceió,709,267,76,85,Filipinas
42448,887703,2023,8,Alagoas,Maceió,403,538,9,9,Noruega
42064,884229,2023,2,Alagoas,Maceió,703,467,5,15,Malta
26215,728944,2021,5,Alagoas,Maceió,1507,43,0,111,Antígua e Barbuda
19355,656043,2020,6,Alagoas,Maceió,306,190,10,96,Coreia do Sul
7737,499450,2017,5,Alagoas,Marechal Deodoro,6907,493,156323,32990,México
16643,627963,2020,8,Alagoas,Maceió,1517,607,492,5753,Portugal
39127,859358,2023,8,Alagoas,Maceió,407,351,847,498,Hong Kong
11159,568413,2019,4,Alagoas,Maceió,307,580,20,282,Panamá
14829,609017,2019,11,Alagoas,Maceió,2008,301,10,14,Grécia
7976,510990,2017,4,Alagoas,Japaratinga,4015,628,11,1056,Reino Unido
24603,711587,2021,5,Alagoas,Maceió,710,538,43,95,Noruega
48123,935532,2024,1,Alagoas,Teotônio Vilela,1701,249,2731200,1568883,Estados Unidos
10,805,1997,9,Alagoas,Maceió,2815,169,3574214,323895,Colômbia
24401,709214,2021,9,Alagoas,Maceió,712,728,5,6,Senegal
26772,735258,2021,9,Alagoas,Maceió,406,580,93,1022,Panamá
10903,565606,2019,1,Alagoas,Maceió,402,434,12,44,Libéria
14582,606180,2019,10,Alagoas,Maceió,4421,301,0,13,Grécia
37257,843202,2023,12,Alagoas,Maceió,2009,53,31,53,Arábia Saudita
19277,655204,2020,4,Alagoas,Maceió,401,580,70,79,Panamá
46662,923773,2024,1,Alagoas,Maceió,704,351,82,128,Hong Kong
6052,376127,2012,7,Alagoas,Maceió,801,399,1490,9023,Japão
47847,933359,2024,5,Alagoas,Maceió,307,607,25,293,Portugal
19646,659254,2020,6,Alagoas,Maceió,2106,301,12,65,Grécia
1618,101555,2003,2,Alagoas,São Luís do Quitunde,1701,249,2297940,915886,Estados Unidos
40252,869172,2023,2,Alagoas,Maceió,6310,88,50,306,Belize
17590,637837,2020,11,Alagoas,Maceió,2103,293,20,105,Gibraltar
10266,558929,2019,8,Alagoas,Maceió,304,607,62,712,Portugal
4364,264139,2008,5,Alagoas,Rio Largo,9998,990,273273,327194,Provisão de Navios e Aeronaves
46761,924559,2024,3,Alagoas,Maceió,804,476,58,84,"Marshall, Ilhas"
16089,622133,2020,3,Alagoas,Maceió,6307,190,1,700,Coreia do Sul
43160,893716,2023,7,Alagoas,Maceió,4010,434,1,208,Libéria
5126,312403,2010,1,Alagoas,Maceió,2207,628,3349794,2481067,Reino Unido
3752,231570,2007,2,Alagoas,União dos Palmares,1701,249,6019620,2280635,Estados Unidos
33372,804723,2022,1,Alagoas,Maceió,1904,255,4,58,Falkland (Malvinas)
38905,857392,2023,5,Alagoas,Maceió,712,361,1,3,Índia
